"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Amphiodia periercta","H.L. Clark, 1911","","long-armed burrowing brittle star","Animalia","Echinodermata","Asterozoa","","Ophiuroidea","Myophiuroidea ","Ophintegrida ","Amphilepidida","Gnathophiurina ","Amphiuroidea","Amphiuridae","",,"Amphiodia","periercta",,"",,"native","unlisted","","1975-06-17","Philip Lambert","RBCM","975-00224-007",,"1975-06-17","Philip Lambert","RBCM","975-00224-007",,1,"reported","unobserved","",957349,"VAS"
"Apostichopus californicus","(Stimpson, 1857)","","giant sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Synallactida","","","Stichopodidae","",,"Apostichopus","californicus",,"",,"native","unlisted","","1969-02-21","Andy Lamb","PMLS","",,"2022-11-26","Jared Connoy","iNaturalist","",,247,"confirmed","observed","",202640,"VAS"
"Ceramaster patagonicus","(Sladen, 1889)","","orange cookie star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Goniasteridae","",,"Ceramaster","patagonicus",,"",,"native","unlisted","","2008-05-22","Jackson W.F. Chu","iNaturalist","",,"2009-10-03","Jackson W.F. Chu","iNaturalist","",,4,"confirmed","observed","",537859,"VAS"
"Crossaster papposus","(Linnaeus, 1767)","","rose star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Solasteridae","",,"Crossaster","papposus",,"",,"native","unlisted","","1969-02-21","Andy Lamb","PMLS","",,"2014-01-03","Andy Lamb","PMLS","",,89,"confirmed","unobserved","",192687,"VAS"
"Cucumaria miniata","(Brandt, 1835)","","red sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Dendrochirotida","","","Cucumariidae","",,"Cucumaria","miniata",,"",,"native","unlisted","","1969-02-21","Andy Lamb","PMLS","",,"2023-03-15","Andrew Simon","iNaturalist","",,215,"confirmed","observed","",117695,"VAS"
"Cucumaria pallida","Kirkendale & Lambert, 1995","","pale sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Dendrochirotida","","","Cucumariidae","",,"Cucumaria","pallida",,"",,"native","unlisted","","2006-06-23","Andy Lamb","PMLS","",,"2021-03-02","Dave Zeuss Cochrane","iNaturalist","",,48,"confirmed","observed","",356416,"VAS"
"Cucumaria piperata","(Stimpson, 1864)","","salt & pepper sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Dendrochirotida","","","Cucumariidae","",,"Cucumaria","piperata",,"",,"native","unlisted","","1994-10-07","Andy Lamb","PMLS","",,"2019-05-04","","iNaturalist","",,26,"confirmed","observed","",424353,"VAS"
"Dendraster excentricus","(Eschscholtz, 1831)","","eccentric sand dollar","Animalia","Echinodermata","Echinozoa","","Echinoidea","Euechinoidea","Neognathostomata","Clypeasteroida","Scutellina","Scutelloidea","Dendrasteridae","",,"Dendraster","excentricus",,"",,"native","unlisted","","1964-12-07","","RBCM","976-01146-014",,"2022-04-04","Dana","iNaturalist","",,7,"confirmed","observed","",117696,"VAS"
"Dermasterias imbricata","(Grube, 1857)","","leather star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Asteropseidae","",,"Dermasterias","imbricata",,"",,"native","unlisted","","1969-02-21","Andy Lamb","PMLS","",,"2023-04-04","Dave Zeuss Cochrane","iNaturalist","",,305,"confirmed","observed","",63382,"VAS"
"Eupentacta quinquesemita","(Selenka, 1867)","","stiff-footed sea cucumber","Animalia","Echinodermata","Echinozoa","","Holothuroidea","Actinopoda","","Dendrochirotida","","","Sclerodactylidae","",,"Eupentacta","quinquesemita",,"",,"native","unlisted","","1969-02-22","Andy Lamb","PMLS","",,"2022-12-26","Dave Zeuss Cochrane","iNaturalist","",,129,"confirmed","observed","",51695,"VAS"
